customerID,Churn,customer.gender,customer.SeniorCitizen,customer.Partner,customer.Dependents,Tempo_Cliente,phone.PhoneService,phone.MultipleLines,internet.InternetService,internet.OnlineSecurity,internet.OnlineBackup,internet.DeviceProtection,internet.TechSupport,internet.StreamingTV,internet.StreamingMovies,account.Contract,account.PaperlessBilling,account.PaymentMethod,Mensalidade,Total_Pago,Contas_Diarias,Churn_binario,Total_Servicos
2786-GCDPI,no,Female,1,No,No,50,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Mensal,Yes,Electronic check,104.95,5222.35,3.4983333333333335,0,6.0
2788-CJQAQ,no,Male,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 ano,No,Mailed check,19.45,270.2,0.6483333333333333,0,1.0
2789-CZANW,no,Female,0,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,2 anos,No,Bank transfer (automatic),110.3,6997.3,3.6766666666666667,0,7.0
2789-HQBOU,no,Male,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,Yes,Mensal,Yes,Electronic check,80.35,253.8,2.6783333333333332,0,2.0
2790-XUYMV,no,Male,0,No,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,1 ano,Yes,Credit card (automatic),85.45,6028.95,2.8483333333333336,0,4.0
2791-SFVEW,no,Female,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,No,Bank transfer (automatic),20.15,238.15,0.6716666666666666,0,1.0
2792-LSHWX,no,Female,0,No,No,1,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Mensal,Yes,Mailed check,83.4,83.4,2.7800000000000002,0,4.0
2792-VPPET,no,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,Yes,Electronic check,20.5,76.95,0.6833333333333333,0,1.0
2794-XIMMO,yes,Male,0,Yes,No,53,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,1 ano,Yes,Electronic check,60.45,3184.25,2.015,1,5.0
2796-NNUFI,no,Female,0,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,Yes,Mailed check,19.95,927.1,0.6649999999999999,0,1.0
2796-UUZZO,no,Male,0,Yes,Yes,63,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Mensal,Yes,Credit card (automatic),80.3,4896.35,2.6766666666666667,0,3.0
2798-NYLMZ,no,Male,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,2 anos,Yes,Credit card (automatic),108.55,7616.0,3.618333333333333,0,7.0
2799-ARNLO,no,Female,1,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Mensal,Yes,Electronic check,69.35,341.6,2.3116666666666665,0,1.0
2799-TSLAG,no,Female,0,Yes,Yes,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,Yes,Bank transfer (automatic),25.3,1748.55,0.8433333333333334,0,2.0
2800-QQUSO,no,Male,0,No,No,42,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Mensal,Yes,Electronic check,100.3,4222.95,3.3433333333333333,0,5.0
2800-VEQXM,no,Female,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,No,Mensal,Yes,Mailed check,74.75,238.1,2.4916666666666667,0,2.0
2801-NISEI,no,Male,0,No,No,24,Yes,No,DSL,Yes,No,No,Yes,No,No,Mensal,No,Electronic check,54.95,1348.5,1.8316666666666668,0,3.0
2804-ETQDK,no,Male,0,No,Yes,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,No,Mailed check,20.55,1357.1,0.685,0,1.0
2805-AUFQN,no,Female,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,No,Credit card (automatic),19.8,475.2,0.66,0,1.0
2805-EDJPQ,no,Female,0,Yes,Yes,56,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,1 ano,Yes,Credit card (automatic),99.75,5608.4,3.325,0,6.0
2806-MLNTI,no,Male,1,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,1 ano,Yes,Bank transfer (automatic),105.1,5376.4,3.503333333333333,0,6.0
2808-CHTDM,no,Female,0,Yes,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,No,Mailed check,25.1,611.45,0.8366666666666667,0,2.0
2809-ILCYT,no,Female,0,Yes,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 ano,Yes,Mailed check,26.8,733.55,0.8933333333333333,0,2.0
2809-ZMYOQ,no,Female,0,No,No,32,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Mensal,Yes,Electronic check,101.35,3334.9,3.378333333333333,0,5.0
2810-FTLEM,yes,Female,0,No,No,16,Yes,No,DSL,Yes,No,No,No,No,No,Mensal,Yes,Electronic check,50.15,762.25,1.6716666666666666,1,2.0
2811-POVEX,no,Female,1,Yes,Yes,23,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Mensal,Yes,Bank transfer (automatic),88.45,2130.55,2.9483333333333333,0,4.0
2812-ENYMO,no,Male,0,No,No,26,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,1 ano,No,Credit card (automatic),54.55,1362.85,1.8183333333333331,0,4.0
2812-REYAT,no,Female,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 ano,Yes,Bank transfer (automatic),20.05,923.1,0.6683333333333333,0,1.0
2812-SFXMJ,no,Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,No,Mailed check,20.05,20.05,0.6683333333333333,0,1.0
2815-CPTUL,yes,Male,1,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Mensal,Yes,Mailed check,70.25,331.9,2.341666666666667,1,1.0
2817-LVCPP,no,Female,0,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,No,Credit card (automatic),19.4,1023.95,0.6466666666666666,0,1.0
2817-NTQDO,yes,Male,0,No,No,13,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Mensal,Yes,Credit card (automatic),45.55,597.0,1.5183333333333333,1,3.0
2819-GWENI,no,Female,0,Yes,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 ano,No,Mailed check,19.9,543.0,0.6633333333333333,0,1.0
2821-WARNZ,no,Female,0,No,Yes,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 ano,No,Credit card (automatic),19.45,921.3,0.6483333333333333,0,1.0
2823-LKABH,no,Female,0,No,No,18,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Mensal,Yes,Bank transfer (automatic),95.05,1679.4,3.1683333333333334,0,5.0
2824-DXNKN,no,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,2 anos,Yes,Bank transfer (automatic),71.45,5025.85,2.381666666666667,0,5.0
2824-MYYBN,no,Female,0,Yes,Yes,37,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Mensal,Yes,Electronic check,95.25,3314.15,3.175,0,4.0
2826-DXLQO,no,Male,1,Yes,No,7,No,No phone service,DSL,Yes,No,No,No,No,No,Mensal,No,Bank transfer (automatic),29.8,220.45,0.9933333333333334,0,1.0
2826-UWHIS,no,Male,0,Yes,No,45,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Mensal,No,Bank transfer (automatic),81.4,3775.85,2.7133333333333334,0,3.0
2828-SLQPF,no,Male,0,No,No,19,Yes,No,DSL,No,No,No,No,No,No,Mensal,Yes,Bank transfer (automatic),45.0,865.85,1.5,0,1.0
2829-HYVZP,no,Male,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 ano,Yes,Mailed check,19.8,572.2,0.66,0,1.0
2830-LEWOA,no,Male,0,Yes,Yes,61,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,1 ano,No,Credit card (automatic),103.9,6449.15,3.4633333333333334,0,6.0
2831-EBWRN,no,Male,0,No,No,4,Yes,No,DSL,No,No,No,No,No,No,Mensal,Yes,Electronic check,45.9,199.75,1.53,0,1.0
2832-KJCRD,no,Female,0,No,No,38,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Mensal,Yes,Electronic check,103.65,3988.5,3.455,0,6.0
2832-SCUCO,no,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,No,Electronic check,19.9,57.4,0.6633333333333333,0,1.0
2833-SLKDQ,yes,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Mensal,No,Mailed check,45.05,45.05,1.5016666666666665,1,1.0
2834-JKOOW,no,Female,0,No,No,15,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,1 ano,No,Mailed check,45.9,693.45,1.53,0,4.0
2834-JRTUA,yes,Male,0,No,No,71,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,2 anos,Yes,Electronic check,108.05,7532.15,3.6016666666666666,1,7.0
2834-SPCJV,yes,Male,0,Yes,No,52,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Mensal,No,Electronic check,84.1,4348.65,2.8033333333333332,1,3.0
2839-RFSQE,yes,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,No,Mailed check,20.65,38.7,0.6883333333333332,1,1.0
2840-XANRC,yes,Male,1,Yes,No,24,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Mensal,Yes,Electronic check,93.15,2231.05,3.105,1,4.0
2842-BCQGE,no,Male,0,No,No,43,Yes,Yes,Fiber optic,No,No,No,No,No,No,Mensal,Yes,Credit card (automatic),75.35,3161.4,2.5116666666666663,0,2.0
2842-JTCCU,yes,Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Mensal,No,Bank transfer (automatic),46.05,80.35,1.535,1,1.0
2843-CQMEG,no,Male,0,No,No,24,Yes,No,DSL,No,Yes,No,No,No,No,Mensal,Yes,Mailed check,49.7,1218.25,1.6566666666666667,0,2.0
2845-AFFTX,yes,Male,1,Yes,No,41,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Mensal,Yes,Electronic check,99.8,4259.3,3.3266666666666667,1,5.0
2845-HSJCY,yes,Female,0,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Mensal,Yes,Electronic check,87.25,1258.6,2.908333333333333,1,4.0
2845-KDHVX,no,Female,0,Yes,No,64,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,2 anos,Yes,Mailed check,68.3,4378.8,2.2766666666666664,0,5.0
2848-YXSMW,no,Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,No,Credit card (automatic),19.4,1363.25,0.6466666666666666,0,1.0
2851-MMUTZ,no,Female,0,No,No,27,Yes,No,DSL,No,Yes,No,Yes,No,No,Mensal,Yes,Mailed check,56.15,1439.35,1.8716666666666666,0,3.0
2851-STERV,no,Male,1,No,No,35,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,1 ano,Yes,Electronic check,73.0,2471.25,2.433333333333333,0,5.0
2853-CWQFQ,no,Male,0,No,Yes,1,Yes,No,DSL,No,No,No,Yes,No,Yes,Mensal,Yes,Mailed check,59.55,59.55,1.9849999999999999,0,3.0
2856-HYAPG,yes,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Mensal,No,Electronic check,68.65,68.65,2.2883333333333336,1,1.0
2856-NNASM,yes,Male,1,No,No,43,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Mensal,Yes,Mailed check,89.55,3856.75,2.985,1,3.0
2858-EIMXH,no,Female,1,Yes,No,53,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,1 ano,Yes,Credit card (automatic),95.85,5016.25,3.195,0,4.0
2858-MOFSQ,yes,Female,0,No,Yes,17,Yes,Yes,DSL,No,No,Yes,No,No,No,1 ano,Yes,Mailed check,55.85,937.5,1.8616666666666668,1,3.0
2860-RANUS,yes,Female,1,No,No,20,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Mensal,Yes,Credit card (automatic),85.8,1727.5,2.86,1,3.0
2862-JVEOY,no,Male,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 ano,No,Mailed check,19.15,124.4,0.6383333333333333,0,1.0
2862-PFNIK,no,Male,0,No,Yes,1,No,No phone service,DSL,No,No,No,No,No,No,Mensal,Yes,Electronic check,24.7,24.7,0.8233333333333334,0,0.0
2863-IMQDR,no,Female,0,No,No,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,2 anos,No,Electronic check,89.65,5308.7,2.9883333333333337,0,8.0
2865-TCHJW,yes,Female,1,No,No,4,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Mensal,Yes,Electronic check,89.2,346.2,2.9733333333333336,1,4.0
2866-IKBTM,no,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,No,Mailed check,19.55,19.55,0.6516666666666667,0,1.0
2867-UIMSS,yes,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Mensal,No,Electronic check,80.5,80.5,2.683333333333333,1,2.0
2868-LLSKM,no,Female,0,Yes,Yes,68,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,1 ano,Yes,Bank transfer (automatic),83.65,5733.4,2.7883333333333336,0,4.0
2868-MZAGQ,yes,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Mensal,Yes,Electronic check,79.25,79.25,2.6416666666666666,1,2.0
2868-SNELZ,yes,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Mensal,No,Mailed check,80.6,155.8,2.6866666666666665,1,3.0
2869-ADAWR,yes,Female,0,No,No,45,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Mensal,Yes,Credit card (automatic),89.3,4016.85,2.9766666666666666,1,4.0
2873-ZLIWT,yes,Female,0,Yes,Yes,40,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Mensal,Yes,Electronic check,84.85,3303.05,2.828333333333333,1,4.0
2874-YXVVA,no,Female,0,No,No,34,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Mensal,Yes,Electronic check,105.1,3634.8,3.503333333333333,0,6.0
2876-GZYZC,no,Female,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Mensal,Yes,Electronic check,85.95,1215.65,2.865,0,3.0
2876-VBBBL,yes,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,Yes,Mailed check,20.25,20.25,0.675,1,1.0
2877-VDUER,no,Female,0,Yes,Yes,35,No,No phone service,DSL,No,No,No,Yes,Yes,No,1 ano,No,Mailed check,40.9,1383.6,1.3633333333333333,0,2.0
2878-DHMIN,no,Male,0,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 ano,No,Electronic check,19.9,666.0,0.6633333333333333,0,1.0
2878-RMWXY,no,Male,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,2 anos,Yes,Credit card (automatic),102.65,7550.3,3.421666666666667,0,6.0
2880-FPNAE,no,Male,1,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,No,Mensal,Yes,Electronic check,74.2,140.1,2.4733333333333336,0,2.0
2882-DDZPG,no,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,No,Bank transfer (automatic),19.45,227.45,0.6483333333333333,0,1.0
2882-WDTBA,no,Male,0,Yes,Yes,69,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,2 anos,Yes,Bank transfer (automatic),75.75,5388.15,2.525,0,6.0
2883-ILGWO,no,Male,1,No,No,57,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Mensal,Yes,Bank transfer (automatic),104.9,5913.95,3.496666666666667,0,6.0
2884-GBPFB,yes,Female,0,Yes,No,35,Yes,No,Fiber optic,No,No,No,No,No,No,Mensal,Yes,Electronic check,70.3,2416.55,2.3433333333333333,1,1.0
2885-HIJDH,no,Male,0,Yes,Yes,69,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,2 anos,No,Bank transfer (automatic),86.9,6194.1,2.896666666666667,0,7.0
2886-KEFUM,yes,Female,0,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,1 ano,Yes,Electronic check,107.5,6873.75,3.5833333333333335,1,6.0
2887-JPYLU,no,Female,0,No,Yes,41,Yes,No,DSL,No,No,No,No,No,No,Mensal,No,Bank transfer (automatic),45.2,1841.9,1.5066666666666668,0,1.0
2888-ADFAO,no,Female,0,Yes,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,Yes,Bank transfer (automatic),21.3,1041.8,0.7100000000000001,0,1.0
2889-FPWRM,yes,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,1 ano,Yes,Bank transfer (automatic),117.8,8684.8,3.9266666666666667,1,8.0
2890-WFBHU,no,Female,0,No,No,59,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,1 ano,No,Credit card (automatic),79.85,4786.1,2.6616666666666666,0,7.0
2892-GESUL,no,Female,0,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,No,Mailed check,19.35,309.25,0.645,0,1.0
2894-QOJRX,yes,Female,0,Yes,No,25,No,No phone service,DSL,No,No,No,No,Yes,No,Mensal,Yes,Bank transfer (automatic),34.0,853.0,1.1333333333333333,1,1.0
2896-TBNBE,no,Male,0,Yes,No,40,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,1 ano,No,Electronic check,80.8,3132.75,2.6933333333333334,0,3.0
2897-DOVND,no,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Mensal,Yes,Electronic check,69.8,146.65,2.3266666666666667,0,1.0
2898-LSJGD,yes,Female,0,Yes,Yes,21,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,1 ano,Yes,Electronic check,55.95,1157.05,1.865,1,4.0
2898-MRKPI,no,Male,0,Yes,Yes,68,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,1 ano,Yes,Credit card (automatic),101.05,6770.5,3.368333333333333,0,5.0
2900-PHPLN,no,Female,1,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,Yes,Credit card (automatic),19.55,1462.05,0.6516666666666667,0,1.0
2903-YYTBW,no,Male,0,Yes,Yes,1,Yes,No,DSL,No,No,No,No,No,No,Mensal,No,Electronic check,44.55,44.55,1.4849999999999999,0,1.0
2904-GGUAZ,no,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,2 anos,Yes,Bank transfer (automatic),84.05,6052.25,2.8016666666666667,0,4.0
2905-KFQUV,no,Female,0,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Mensal,Yes,Credit card (automatic),70.4,154.8,2.3466666666666667,0,1.0
2907-ILJBN,no,Female,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 ano,No,Mailed check,20.6,233.9,0.6866666666666668,0,1.0
2908-WGAXL,no,Female,0,Yes,Yes,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,Yes,Credit card (automatic),24.95,1468.9,0.8316666666666667,0,2.0
2908-ZTPNF,no,Female,0,No,No,36,No,No phone service,DSL,No,Yes,No,Yes,No,No,Mensal,Yes,Bank transfer (automatic),34.85,1267.2,1.1616666666666666,0,2.0
2911-IJORQ,no,Male,0,No,No,37,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,1 ano,Yes,Bank transfer (automatic),90.6,3358.65,3.02,0,8.0
2911-UREFD,yes,Female,0,Yes,No,39,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Mensal,No,Electronic check,55.9,2184.35,1.8633333333333333,1,4.0
2911-WDXMV,no,Male,0,No,Yes,18,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Mensal,Yes,Credit card (automatic),80.55,1406.65,2.685,0,3.0
2916-BQZLN,no,Male,0,No,No,19,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Mensal,Yes,Electronic check,84.75,1651.95,2.825,0,4.0
2919-HBCJO,yes,Female,0,No,No,4,Yes,No,Fiber optic,No,Yes,No,No,No,No,Mensal,Yes,Bank transfer (automatic),76.65,333.6,2.555,1,2.0
2920-RNCEZ,no,Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Mensal,Yes,Credit card (automatic),69.95,69.95,2.3316666666666666,0,1.0
2921-XWDJH,no,Female,1,Yes,No,38,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Mensal,Yes,Electronic check,83.45,3147.15,2.7816666666666667,0,3.0
2923-ARZLG,no,Male,0,Yes,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 ano,Yes,Mailed check,19.7,,0.6566666666666666,0,1.0
2924-KHUVI,no,Male,0,Yes,No,56,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,1 ano,Yes,Electronic check,100.55,5514.95,3.3516666666666666,0,5.0
2925-MXLSX,no,Female,0,No,No,30,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,1 ano,Yes,Credit card (automatic),68.95,2038.7,2.2983333333333333,0,5.0
2925-VDZHY,no,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,2 anos,No,Credit card (automatic),88.7,6501.35,2.9566666666666666,0,8.0
2926-JEJJC,no,Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 ano,Yes,Bank transfer (automatic),20.2,140.95,0.6733333333333333,0,1.0
2927-CVULT,no,Female,0,Yes,Yes,53,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,2 anos,Yes,Bank transfer (automatic),104.05,5566.4,3.4683333333333333,0,7.0
2927-QRRQV,no,Male,0,Yes,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,1 ano,Yes,Electronic check,94.65,4312.5,3.1550000000000002,0,5.0
2928-HLDBA,no,Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,No,Mailed check,20.7,112.75,0.69,0,1.0
2929-ERCFZ,yes,Female,0,Yes,Yes,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Mensal,Yes,Electronic check,94.2,777.3,3.14,1,4.0
2929-QNSRW,yes,Female,0,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,1 ano,Yes,Electronic check,98.25,5508.35,3.275,1,5.0
2930-UOTMB,yes,Female,0,No,No,31,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Mensal,No,Credit card (automatic),65.25,1994.3,2.175,1,5.0
2931-FSOHN,no,Male,1,No,No,13,Yes,No,DSL,No,Yes,No,No,Yes,No,Mensal,Yes,Electronic check,59.9,788.35,1.9966666666666666,0,3.0
2931-SVLTV,no,Male,0,Yes,Yes,40,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Mensal,Yes,Credit card (automatic),110.1,4469.1,3.67,0,7.0
2931-VUVJN,no,Female,1,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,1 ano,Yes,Electronic check,94.05,5483.9,3.135,0,6.0
2931-XIQBR,no,Female,0,Yes,Yes,50,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,1 ano,No,Mailed check,103.05,5153.5,3.435,0,5.0
2933-FILNV,yes,Female,0,Yes,Yes,2,No,No phone service,DSL,No,No,No,No,No,No,Mensal,Yes,Mailed check,24.4,36.55,0.8133333333333332,1,0.0
2933-XEUJM,no,Female,0,No,No,46,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,2 anos,No,Mailed check,79.2,3593.8,2.64,0,6.0
2937-FTHUR,no,Female,0,No,Yes,18,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Mensal,No,Electronic check,64.8,1166.7,2.1599999999999997,0,4.0
2946-KIQSP,no,Female,0,No,No,35,No,No phone service,DSL,No,No,Yes,Yes,No,No,Mensal,Yes,Mailed check,33.45,1175.85,1.115,0,2.0
2947-DOMLJ,yes,Male,0,No,Yes,1,Yes,No,DSL,Yes,No,No,No,No,No,Mensal,No,Mailed check,50.6,50.6,1.6866666666666668,1,2.0
2951-QOQTK,yes,Male,0,No,Yes,4,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Mensal,No,Credit card (automatic),80.8,332.45,2.6933333333333334,1,3.0
2952-QAYZF,yes,Male,0,No,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Mensal,Yes,Electronic check,85.3,424.15,2.8433333333333333,1,4.0
2954-PIBKO,no,Female,0,Yes,Yes,69,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,2 anos,Yes,Credit card (automatic),64.15,4254.1,2.1383333333333336,0,5.0
2955-BJZHG,yes,Male,0,Yes,Yes,17,Yes,No,Fiber optic,No,No,No,No,Yes,No,Mensal,No,Electronic check,80.85,1400.85,2.695,1,2.0
2955-PSXOE,yes,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,Yes,Bank transfer (automatic),20.2,20.2,0.6733333333333333,1,1.0
2956-GGUCQ,yes,Male,1,Yes,No,24,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Mensal,Yes,Electronic check,78.85,1772.25,2.628333333333333,1,3.0
2957-JIRMN,no,Female,1,No,No,62,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,1 ano,No,Electronic check,84.45,4959.15,2.815,0,3.0
2957-LOLHO,yes,Male,0,No,No,12,Yes,No,DSL,No,No,No,No,No,No,Mensal,Yes,Bank transfer (automatic),45.4,518.9,1.5133333333333332,1,1.0
2958-NHPPS,no,Male,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,No,Electronic check,20.85,473.9,0.6950000000000001,0,1.0
2959-EEXWB,no,Female,0,Yes,Yes,45,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Mensal,Yes,Bank transfer (automatic),50.9,2333.85,1.6966666666666665,0,3.0
